订单ID,用户ID,商品ID,下单时间,数量,支付金额,支付方式,订单状态
order_6196,user_666,item_136,2024-12-22 10:46:45,2,255.42,信用卡,已完成
order_6197,user_8298,item_464,2024-08-21 15:07:58,2,1910.66,微信,已完成
order_6198,user_7369,item_3,2025-05-17 00:45:52,4,660.8,支付宝,已完成
order_6199,user_6901,item_411,2025-05-24 01:05:41,3,1543.53,信用卡,已完成
order_6200,user_511,item_377,2025-01-26 20:00:17,4,3105.04,信用卡,已完成
order_6201,user_3612,item_376,2025-06-23 08:22:58,2,138.34,微信,已取消
order_6202,user_3959,item_226,2025-06-16 04:59:44,2,1813.92,支付宝,已取消
order_6203,user_9255,item_372,2024-12-07 04:22:13,3,2433.0,支付宝,已完成
order_6204,user_6031,item_49,2024-09-28 19:53:17,2,1209.18,支付宝,已完成
order_6205,user_3950,item_390,2024-09-16 11:51:47,3,2860.56,信用卡,已完成
order_6206,user_5251,item_443,2025-05-14 03:30:25,1,645.33,微信,已完成
order_6207,user_2151,item_168,2024-09-21 20:57:10,3,481.95,信用卡,已完成
order_6208,user_3030,item_408,2024-07-18 08:21:15,2,241.98,信用卡,已完成
order_6209,user_771,item_12,2025-04-12 18:09:00,2,808.94,微信,已完成
order_6210,user_3233,item_294,2024-08-19 04:02:59,1,423.17,支付宝,已取消
order_6211,user_8843,item_172,2024-08-11 04:21:55,4,645.04,微信,已完成
order_6212,user_628,item_176,2025-03-23 20:47:42,3,76.02,信用卡,已完成
order_6213,user_9186,item_75,2025-03-27 01:03:28,1,201.87,支付宝,已退款
order_6214,user_210,item_137,2024-08-21 05:13:08,2,298.24,信用卡,已完成
order_6215,user_6095,item_252,2024-11-20 05:50:17,3,752.55,信用卡,已完成
order_6216,user_8468,item_361,2025-04-07 08:27:49,3,1622.97,信用卡,已完成
order_6217,user_3751,item_70,2024-07-06 21:13:09,2,881.28,支付宝,已完成
order_6218,user_624,item_288,2025-03-23 23:58:51,4,1397.84,信用卡,已取消
order_6219,user_7108,item_412,2024-12-08 14:13:15,1,881.85,支付宝,已完成
order_6220,user_4942,item_326,2024-11-17 23:59:48,4,2451.12,信用卡,已完成
order_6221,user_8365,item_273,2024-07-17 15:44:30,4,582.2,支付宝,已完成
order_6222,user_3810,item_370,2025-03-26 01:11:12,4,779.32,信用卡,已完成
order_6223,user_8048,item_147,2024-08-06 19:43:54,3,421.8,支付宝,已完成
order_6224,user_3063,item_477,2025-03-11 00:54:04,1,931.53,支付宝,已完成
order_6225,user_3257,item_214,2025-02-07 12:37:10,4,3414.12,信用卡,已完成
order_6226,user_2470,item_420,2024-07-25 07:14:15,1,546.02,微信,已完成
order_6227,user_1320,item_425,2024-12-28 19:59:39,1,167.12,支付宝,已完成
order_6228,user_92,item_239,2025-05-17 21:07:44,1,602.98,支付宝,已取消
order_6229,user_3093,item_445,2025-02-12 07:26:12,3,2274.06,信用卡,已完成
order_6230,user_4743,item_6,2025-05-30 17:04:55,1,661.51,微信,已完成
order_6231,user_9098,item_140,2024-08-27 01:55:46,3,1542.06,微信,已完成
order_6232,user_9214,item_291,2024-07-08 09:00:00,4,1826.72,信用卡,已取消
order_6233,user_6376,item_354,2024-08-22 16:43:53,4,3217.52,信用卡,已完成
order_6234,user_3613,item_150,2024-11-15 11:58:17,4,1667.16,微信,已完成
order_6235,user_3380,item_465,2024-08-20 12:27:01,4,2799.24,微信,已退款
order_6236,user_186,item_323,2024-07-27 07:55:10,2,1693.3,微信,已完成
order_6237,user_330,item_117,2024-09-29 19:38:27,1,904.36,微信,已完成
order_6238,user_122,item_405,2024-07-26 13:56:57,2,1973.82,微信,已完成
order_6239,user_1904,item_36,2024-07-01 11:56:57,4,2907.84,信用卡,已完成
order_6240,user_5642,item_252,2025-02-02 16:49:12,4,1504.2,支付宝,已退款
order_6241,user_8808,item_240,2025-05-15 09:45:49,4,3969.28,支付宝,已完成
order_6242,user_6821,item_437,2025-05-08 15:59:14,1,578.96,微信,已完成
order_6243,user_4718,item_157,2024-12-05 09:39:43,2,616.08,微信,已退款
order_6244,user_3495,item_171,2024-08-23 19:06:51,1,336.98,支付宝,已退款
order_6245,user_7845,item_477,2025-04-19 21:51:31,1,377.44,支付宝,已取消
order_6246,user_8435,item_11,2024-09-05 11:58:05,1,128.58,微信,已取消
order_6247,user_2384,item_284,2024-12-26 02:10:23,4,3062.84,信用卡,已完成
order_6248,user_1597,item_286,2025-04-11 10:06:39,1,815.28,支付宝,已完成
order_6249,user_7491,item_486,2024-08-20 01:35:26,4,3372.16,信用卡,已完成
order_6250,user_5360,item_453,2025-04-13 04:30:44,4,715.76,信用卡,已完成
order_6251,user_473,item_439,2025-01-17 11:50:21,3,1492.41,支付宝,已完成
order_6252,user_2352,item_426,2025-03-24 22:44:10,4,3082.36,支付宝,已完成
order_6253,user_3658,item_195,2024-10-20 23:15:45,3,2749.38,支付宝,已完成
order_6254,user_8750,item_73,2024-12-26 06:05:08,1,711.29,支付宝,已完成
order_6255,user_6785,item_267,2024-12-03 11:18:58,1,444.71,微信,已完成
order_6256,user_8897,item_324,2025-04-03 06:22:18,2,386.52,支付宝,已完成
order_6257,user_2734,item_108,2024-11-04 15:51:26,1,560.24,微信,已完成
order_6258,user_2539,item_392,2024-12-16 01:46:58,4,3342.8,微信,已完成
order_6259,user_9988,item_160,2025-04-26 02:47:44,1,584.52,支付宝,已完成
order_6260,user_2304,item_452,2025-03-04 02:03:34,1,745.39,支付宝,已退款
order_6261,user_466,item_150,2025-03-23 15:49:14,4,2681.0,微信,已完成
order_6262,user_9006,item_176,2024-07-01 18:46:09,1,434.78,支付宝,已完成
order_6263,user_6009,item_135,2024-10-16 00:31:48,2,1136.28,信用卡,已退款
order_6264,user_3861,item_85,2024-08-08 20:43:44,4,1167.76,信用卡,已完成
order_6265,user_478,item_62,2024-08-26 04:37:26,4,3417.12,信用卡,已完成
order_6266,user_4578,item_182,2024-07-19 22:53:47,3,749.91,信用卡,已完成
order_6267,user_5338,item_13,2025-06-03 20:37:42,1,492.54,信用卡,已完成
order_6268,user_4148,item_48,2025-03-03 03:45:23,2,944.9,微信,已完成
order_6269,user_2881,item_268,2024-07-09 03:01:13,1,971.36,支付宝,已完成
order_6270,user_4368,item_326,2025-02-16 06:57:16,4,3642.08,信用卡,已完成
order_6271,user_4247,item_294,2025-04-14 08:42:53,1,175.56,信用卡,已完成
order_6272,user_8752,item_47,2024-09-02 01:32:00,1,614.67,信用卡,已完成
order_6273,user_1082,item_485,2025-01-08 02:42:07,2,525.12,信用卡,已完成
order_6274,user_2364,item_445,2024-08-27 22:12:27,2,1943.52,支付宝,已完成
order_6275,user_2455,item_209,2024-06-30 20:56:30,2,1269.66,微信,已完成
order_6276,user_6703,item_497,2024-11-27 14:16:39,3,702.21,微信,已完成
order_6277,user_4271,item_180,2025-05-16 00:47:22,2,1317.26,支付宝,已完成
order_6278,user_4051,item_371,2024-12-08 04:04:49,2,432.42,支付宝,已完成
order_6279,user_5270,item_442,2025-03-17 16:48:32,2,339.52,支付宝,已完成
order_6280,user_6402,item_421,2025-06-01 20:20:29,2,549.14,微信,已完成
order_6281,user_1961,item_282,2024-12-20 01:59:56,4,3635.96,支付宝,已完成
order_6282,user_5792,item_450,2025-01-27 20:45:22,1,73.75,支付宝,已退款
order_6283,user_1815,item_341,2025-03-29 22:26:24,1,414.17,信用卡,已完成
order_6284,user_4125,item_231,2025-05-14 19:19:08,3,395.58,信用卡,已完成
order_6285,user_3089,item_385,2024-10-04 20:53:22,1,455.4,信用卡,已取消
order_6286,user_5909,item_213,2025-06-18 14:44:58,2,1700.5,微信,已完成
order_6287,user_1722,item_188,2025-02-03 19:40:55,2,549.56,信用卡,已完成
order_6288,user_2,item_304,2025-01-07 13:26:19,3,727.68,信用卡,已完成
order_6289,user_2958,item_472,2024-10-23 12:05:30,4,2224.36,支付宝,已完成
order_6290,user_7416,item_337,2025-03-29 03:17:45,3,370.59,支付宝,已完成
order_6291,user_9528,item_179,2024-09-22 22:22:35,1,181.63,信用卡,已完成
order_6292,user_6086,item_77,2024-12-08 04:32:29,4,739.44,微信,已完成
order_6293,user_3119,item_446,2025-06-23 09:23:38,2,743.84,微信,已完成
order_6294,user_3778,item_354,2024-08-26 13:08:11,4,966.64,支付宝,已完成
order_6295,user_3297,item_397,2024-10-10 05:15:55,3,1385.19,支付宝,已完成
order_6296,user_8118,item_119,2024-08-01 08:33:32,1,476.93,微信,已完成
order_6297,user_6458,item_150,2025-01-15 04:23:26,4,1745.76,微信,已完成
order_6298,user_951,item_31,2024-11-20 06:45:55,4,252.48,信用卡,已退款
order_6299,user_3378,item_272,2024-08-14 05:58:33,2,453.44,微信,已完成
order_6300,user_8836,item_395,2025-04-11 06:09:59,4,2872.52,支付宝,已完成
order_6301,user_1086,item_123,2024-09-16 22:21:59,2,794.26,微信,已完成
order_6302,user_5240,item_184,2024-11-29 03:40:10,2,1933.52,支付宝,已完成
order_6303,user_4772,item_136,2025-02-22 01:33:16,2,1720.86,信用卡,已完成
order_6304,user_8037,item_202,2024-07-18 09:34:36,4,1040.36,微信,已完成
order_6305,user_1629,item_74,2024-09-19 16:00:15,4,2455.92,支付宝,已完成
order_6306,user_4881,item_127,2024-11-26 00:03:55,1,362.2,微信,已完成
order_6307,user_8317,item_427,2024-09-05 23:47:55,4,2531.08,信用卡,已完成
order_6308,user_62,item_144,2025-05-12 01:57:01,3,2976.69,信用卡,已完成
order_6309,user_9587,item_430,2025-04-12 08:49:58,2,1621.8,微信,已完成
order_6310,user_6409,item_485,2025-01-29 20:38:57,1,99.17,支付宝,已完成
order_6311,user_9822,item_405,2025-02-16 15:26:04,4,2176.84,微信,已完成
order_6312,user_5505,item_318,2025-05-19 12:58:56,2,1406.94,支付宝,已完成
order_6313,user_5320,item_54,2024-07-26 15:17:27,2,198.42,支付宝,已完成
order_6314,user_6829,item_412,2025-05-09 18:31:42,2,1886.3,微信,已取消
order_6315,user_1329,item_233,2025-03-22 13:31:56,4,3422.68,信用卡,已完成
order_6316,user_2589,item_424,2024-12-25 13:47:22,3,481.62,支付宝,已完成
order_6317,user_1472,item_32,2024-12-29 01:29:26,3,2091.6,微信,已完成
order_6318,user_1512,item_299,2024-10-26 06:47:16,2,181.64,支付宝,已完成
order_6319,user_3054,item_113,2025-03-07 03:15:11,1,643.3,微信,已完成
order_6320,user_7498,item_378,2025-03-02 22:30:17,2,824.42,信用卡,已完成
order_6321,user_5714,item_230,2024-11-30 23:27:11,1,401.62,信用卡,已完成
order_6322,user_4891,item_35,2025-05-13 22:12:42,2,1906.68,支付宝,已完成
order_6323,user_2922,item_378,2024-11-21 09:53:11,2,35.46,微信,已完成
order_6324,user_3696,item_175,2024-08-29 15:55:22,3,1748.37,微信,已退款
order_6325,user_6346,item_227,2024-07-17 21:13:31,2,924.08,信用卡,已完成
order_6326,user_9801,item_234,2025-05-04 15:18:47,4,1984.96,微信,已完成
order_6327,user_7540,item_71,2024-11-17 22:04:32,1,783.63,支付宝,已完成
order_6328,user_4477,item_417,2025-03-04 18:50:14,2,1618.88,微信,已完成
order_6329,user_820,item_338,2024-12-08 09:40:59,3,2766.99,支付宝,已完成
order_6330,user_7631,item_20,2024-09-10 06:40:09,4,789.52,信用卡,已完成
order_6331,user_2833,item_486,2024-10-09 11:28:52,4,1360.88,微信,已完成
order_6332,user_9103,item_328,2024-08-07 18:01:05,4,2124.6,信用卡,已取消
order_6333,user_8194,item_243,2024-08-06 04:43:39,2,661.76,支付宝,已完成
order_6334,user_5980,item_341,2024-07-26 20:52:37,1,360.68,支付宝,已完成
order_6335,user_1217,item_95,2024-11-14 12:16:22,3,792.75,微信,已完成
order_6336,user_9079,item_233,2025-02-15 21:47:18,3,1888.23,微信,已完成
order_6337,user_6277,item_73,2025-04-25 02:33:54,1,576.89,信用卡,已退款
order_6338,user_8618,item_294,2025-05-21 10:37:08,3,341.58,支付宝,已完成
order_6339,user_1920,item_169,2024-11-03 22:28:16,2,1274.04,微信,已完成
order_6340,user_7574,item_352,2024-07-07 13:04:58,3,1173.87,微信,已完成
order_6341,user_6749,item_400,2024-09-27 16:13:45,2,1237.5,信用卡,已完成
order_6342,user_604,item_2,2024-10-14 06:00:28,1,904.17,信用卡,已完成
order_6343,user_4277,item_316,2024-08-28 20:41:07,3,291.9,支付宝,已完成
order_6344,user_9706,item_391,2025-01-22 23:25:38,1,931.85,微信,已完成
order_6345,user_6532,item_437,2024-08-06 23:58:12,2,1821.22,信用卡,已完成
order_6346,user_6744,item_438,2024-07-22 00:28:02,2,1165.54,微信,已退款
order_6347,user_9987,item_360,2024-09-16 22:47:32,2,255.84,微信,已完成
order_6348,user_2175,item_294,2025-02-13 13:07:27,2,56.74,信用卡,已完成
order_6349,user_6280,item_452,2024-06-30 21:57:42,1,249.4,微信,已完成
order_6350,user_6994,item_452,2025-04-16 10:56:22,1,115.3,信用卡,已完成
order_6351,user_7008,item_232,2025-06-14 22:32:46,4,2786.36,微信,已完成
order_6352,user_3774,item_198,2024-10-24 16:51:24,2,1621.3,支付宝,已完成
order_6353,user_6604,item_123,2024-09-07 13:32:51,4,3672.48,微信,已完成
order_6354,user_7420,item_411,2025-01-26 21:47:05,4,257.64,支付宝,已完成
order_6355,user_149,item_132,2024-09-12 23:52:13,1,853.41,信用卡,已完成
order_6356,user_3208,item_59,2025-03-01 13:51:53,1,662.19,信用卡,已完成
order_6357,user_9400,item_257,2025-06-22 12:26:17,3,992.97,微信,已完成
order_6358,user_5200,item_236,2024-07-09 05:19:44,1,174.9,微信,已完成
order_6359,user_2148,item_331,2024-09-27 23:44:04,3,211.8,微信,已取消
order_6360,user_7687,item_458,2024-10-09 04:28:34,1,855.16,信用卡,已完成
order_6361,user_7920,item_255,2024-07-29 16:16:22,2,1643.08,信用卡,已退款
order_6362,user_8234,item_337,2025-02-03 01:34:40,1,576.42,信用卡,已完成
order_6363,user_6587,item_349,2025-01-31 23:56:11,3,117.06,微信,已退款
order_6364,user_6123,item_90,2024-07-14 01:54:34,3,2367.27,支付宝,已完成
order_6365,user_6987,item_213,2025-01-31 14:04:47,1,769.1,支付宝,已完成
order_6366,user_9049,item_88,2025-04-29 13:05:09,4,3859.24,信用卡,已完成
order_6367,user_9192,item_456,2024-12-31 13:03:23,1,113.57,微信,已完成
order_6368,user_2942,item_464,2024-07-14 09:25:22,1,378.08,信用卡,已完成
order_6369,user_6356,item_431,2024-07-15 07:29:48,1,107.04,支付宝,已完成
order_6370,user_6771,item_357,2024-10-26 19:44:58,4,1601.2,支付宝,已完成
order_6371,user_5889,item_358,2024-08-01 20:26:14,3,2158.62,信用卡,已完成
order_6372,user_3002,item_210,2024-10-24 12:03:15,3,1734.51,支付宝,已完成
order_6373,user_860,item_255,2024-06-29 22:40:33,3,430.23,支付宝,已退款
order_6374,user_8683,item_279,2024-11-12 03:51:34,2,1526.7,微信,已完成
order_6375,user_2877,item_293,2025-04-14 13:48:31,1,815.12,微信,已退款
order_6376,user_8554,item_345,2024-10-14 07:49:39,4,1498.52,支付宝,已完成
order_6377,user_1940,item_296,2024-11-28 06:32:55,1,706.58,微信,已完成
order_6378,user_9811,item_456,2025-01-06 22:00:01,1,330.01,微信,已完成
order_6379,user_4176,item_393,2024-09-10 08:05:47,4,496.56,信用卡,已完成
order_6380,user_7282,item_230,2024-10-26 18:44:39,3,2884.86,支付宝,已完成
order_6381,user_5163,item_108,2025-04-14 15:19:35,1,278.61,信用卡,已完成
order_6382,user_906,item_135,2024-11-25 08:41:22,4,1757.88,信用卡,已完成
order_6383,user_7488,item_456,2025-04-04 11:33:07,1,496.86,微信,已完成
order_6384,user_5275,item_476,2024-11-11 20:17:33,4,3195.24,支付宝,已完成
order_6385,user_2186,item_25,2024-08-15 22:50:00,1,269.23,支付宝,已完成
order_6386,user_6364,item_448,2025-03-26 12:53:05,4,1742.2,信用卡,已完成
order_6387,user_9621,item_73,2025-03-15 16:10:54,1,311.97,支付宝,已完成
order_6388,user_4116,item_305,2024-08-03 11:17:40,3,1934.4,支付宝,已完成
order_6389,user_1274,item_310,2024-11-02 07:45:28,2,1404.8,信用卡,已完成
order_6390,user_714,item_277,2024-12-01 19:50:04,3,1631.1,支付宝,已完成
order_6391,user_1876,item_366,2025-06-09 19:44:18,3,496.23,信用卡,已退款
order_6392,user_1298,item_15,2025-04-10 14:28:33,1,191.17,支付宝,已完成
order_6393,user_6582,item_241,2025-01-08 05:20:22,1,189.3,支付宝,已退款
order_6394,user_859,item_24,2024-08-04 21:03:49,4,1869.2,微信,已完成
order_6395,user_4096,item_13,2025-01-07 16:16:42,4,2641.92,信用卡,已完成
order_6396,user_2143,item_158,2025-05-06 06:02:28,1,194.9,微信,已完成
order_6397,user_4068,item_70,2025-04-23 15:43:59,3,483.36,支付宝,已完成
order_6398,user_486,item_73,2024-08-23 23:29:23,1,459.2,信用卡,已完成
order_6399,user_4259,item_85,2024-07-05 20:24:42,3,982.86,支付宝,已完成
order_6400,user_3047,item_206,2025-02-09 16:31:15,1,42.58,信用卡,已完成
order_6401,user_380,item_76,2025-05-01 19:33:08,3,1805.43,微信,已完成
order_6402,user_432,item_417,2024-11-22 01:11:17,3,84.42,信用卡,已完成
order_6403,user_3100,item_41,2024-12-28 21:10:23,2,1488.08,信用卡,已完成
order_6404,user_4276,item_171,2025-02-09 08:54:11,1,625.64,支付宝,已完成
order_6405,user_5131,item_356,2025-05-30 01:33:59,1,244.92,微信,已完成
order_6406,user_5235,item_200,2025-05-23 13:07:00,1,695.11,支付宝,已完成
order_6407,user_3610,item_287,2024-07-11 04:19:08,2,1197.86,支付宝,已完成
order_6408,user_5302,item_309,2024-10-17 07:45:26,4,1633.56,微信,已取消
order_6409,user_2896,item_336,2024-08-28 06:21:21,1,559.69,支付宝,已完成
order_6410,user_7899,item_475,2024-08-24 12:05:00,4,3510.16,支付宝,已完成
order_6411,user_2501,item_252,2025-03-18 15:50:06,4,3871.68,微信,已退款
order_6412,user_3140,item_340,2024-12-23 12:06:41,1,931.43,信用卡,已取消
order_6413,user_3220,item_147,2024-07-27 05:40:42,2,808.84,微信,已完成
order_6414,user_3873,item_154,2025-06-05 10:20:48,4,2668.24,微信,已完成
order_6415,user_6000,item_485,2025-02-24 17:57:03,2,1019.66,信用卡,已完成
order_6416,user_7419,item_149,2024-08-01 21:10:56,1,748.28,微信,已完成
order_6417,user_350,item_299,2025-04-01 16:12:23,4,1044.32,支付宝,已完成
order_6418,user_8965,item_374,2024-09-24 14:02:17,1,530.53,微信,已完成
order_6419,user_3655,item_66,2025-06-05 02:52:24,1,302.61,支付宝,已完成
order_6420,user_4970,item_133,2024-09-18 09:37:34,3,214.29,信用卡,已完成
order_6421,user_1713,item_50,2025-05-06 05:52:14,3,315.45,微信,已完成
order_6422,user_6946,item_130,2025-03-18 07:18:49,3,2154.24,信用卡,已退款
order_6423,user_6308,item_28,2025-03-07 17:25:20,1,978.47,信用卡,已完成
order_6424,user_7652,item_271,2024-08-20 08:35:00,3,2664.18,信用卡,已完成
order_6425,user_421,item_476,2025-04-21 05:37:25,3,2509.95,微信,已完成
order_6426,user_7547,item_73,2025-04-01 17:03:44,2,1689.22,支付宝,已完成
order_6427,user_5511,item_20,2024-08-28 04:42:56,3,1885.77,微信,已退款
order_6428,user_8185,item_278,2025-01-07 11:05:06,4,2518.44,支付宝,已完成
order_6429,user_8308,item_355,2025-01-13 03:55:14,1,414.04,信用卡,已取消
order_6430,user_3478,item_175,2025-04-05 15:49:02,3,2434.44,信用卡,已完成
order_6431,user_2958,item_492,2025-02-18 01:30:23,2,976.02,信用卡,已完成
